"","subject_race","search_conducted","contraband_found","outcome","arrest_made","use_of_force_description"
"22771","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22772","hispanic","TRUE","FALSE","citation","FALSE",NA
"22773","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22774","black","FALSE",NA,"citation","FALSE",NA
"22775","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22776","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22777","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22778","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22779","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22780","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22781","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22782","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22783","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22784","hispanic","TRUE","FALSE","citation","FALSE",NA
"22785","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22786","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22787","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22788","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22789","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22790","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22791","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22792","hispanic","TRUE","FALSE",NA,"FALSE",NA
"22793","asian/pacific islander","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22794","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22795","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22796","hispanic","FALSE",NA,NA,"FALSE",NA
"22797","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22798","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22799","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22800","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22801","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22802","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22803","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22804","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22805","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22806","black","TRUE","FALSE",NA,"FALSE","handcuffed"
"22807","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22808","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22809","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22810","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22811","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"22812","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22813","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22814","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22815","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22816","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22817","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22818","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22819","asian/pacific islander","TRUE","FALSE",NA,"FALSE",NA
"22820","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22821","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22822","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22823","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22824","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22825","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22826","white","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22827","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22828","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22829","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22830","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22831","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22832","hispanic","TRUE","FALSE","citation","FALSE","sat in police vehicle"
"22833","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22834","hispanic","TRUE","TRUE",NA,"FALSE",NA
"22835","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22836","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22837","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22838","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22839","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22840","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22841","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22842","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22843","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22844","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22845","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22846","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22847","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22848","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22849","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22850","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22851","black","TRUE","FALSE",NA,"FALSE","handcuffed"
"22852","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22853","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22854","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22855","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22856","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22857","hispanic","TRUE","FALSE","arrest","TRUE","sat in police vehicle"
"22858","white","TRUE","TRUE","citation","FALSE",NA
"22859","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22860","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22861","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22862","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22863","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22864","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22865","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22866","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22867","hispanic","FALSE",NA,NA,"FALSE",NA
"22868","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22869","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22870",NA,NA,NA,"citation","FALSE",NA
"22871","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22872","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22873","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22874","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22875","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22876","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22877","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22878","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22879","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22880","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22881","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22882","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22883","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22884","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22885","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22886","hispanic","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22887","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22888","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22889","black","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22890","hispanic","FALSE",NA,NA,"FALSE",NA
"22891","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22892","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22893","hispanic","TRUE","FALSE",NA,"FALSE","handcuffed"
"22894","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22895","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22896","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22897","hispanic","FALSE",NA,"citation","FALSE",NA
"22898","hispanic","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22899","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22900","hispanic","TRUE","FALSE","citation","FALSE",NA
"22901","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22902","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22903","other/unknown","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22904","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22905","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22906","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22907","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22908","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22909","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22910","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22911","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22912","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22913","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22914","hispanic","FALSE",NA,"citation","FALSE",NA
"22915","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22916","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22917","hispanic","FALSE",NA,"citation","FALSE",NA
"22918","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22919","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22920","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22921","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22922","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22923","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22924","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22925","other/unknown","TRUE","FALSE",NA,"FALSE","no curb, no handcuff, no police vehicle"
"22926","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22927","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22928","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22929","black","FALSE",NA,"citation","FALSE",NA
"22930","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22931","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22932","asian/pacific islander","TRUE","TRUE",NA,"FALSE","handcuffed"
"22933","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22934","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22935","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22936","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22937","black","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22938","black","TRUE","FALSE","citation","FALSE","sat in police vehicle"
"22939","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22940","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22941","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22942","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22943","asian/pacific islander","TRUE","FALSE","citation","FALSE","no curb, no handcuff, no police vehicle"
"22944","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22945","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22946","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22947","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22948","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22949","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22950","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22951","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22952","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22953","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22954","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22955","asian/pacific islander","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22956","other/unknown","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22957","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22958","white","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22959","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22960","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22961","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22962","other/unknown","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22963","asian/pacific islander","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22964","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22965","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22966","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22967","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22968","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22969","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22970","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22971","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22972","hispanic","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22973","hispanic","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
"22974","white","FALSE",NA,"citation","FALSE","no curb, no handcuff, no police vehicle"
"22975","black","FALSE",NA,NA,"FALSE","no curb, no handcuff, no police vehicle"
